title,address,url,area,price,distance(km),area_std,price_std,distance_std,max area,20
三民國中(小)旁樓中樓小套房，近巨城,東區-自由路95巷18弄,https://rent.591.com.tw/18779573,10,16000,5.9,0.375,0.5714,0.4344,,
🍎市區獨立陽台&洗衣機優質套房🍎,北區-境福街,https://rent.591.com.tw/18779751,10,12000,6.2,0.375,0.3810,0.4590,,
【小資首選】金山街前段近園區適合小資族採光佳安靜獨立套房出租,東區-金山街,https://rent.591.com.tw/18781149,6.5,6000,3.7,0.15625,0.0952,0.2541,,
東洁房屋-台積電園區三路美陽台套,東區-園區三路,https://rent.591.com.tw/18781336,8,13000,2.3,0.25,0.4286,0.1393,,
竹科金山街套房出租(瓦斯鍋爐洗澡不用電),東區-金山二十三街,https://rent.591.com.tw/18782003,6,10000,4.1,0.125,0.2857,0.2869,,
L竹科-金山街-系統精裝獨立美套房,東區-金山北二街,https://rent.591.com.tw/18783793,5,12000,3.7,0.0625,0.3810,0.2541,,
C金山街｜嶄新精品套房｜流理臺洗脫烘,東區-金山北二街,https://rent.591.com.tw/18783813,6,12000,3.7,0.125,0.3810,0.2541,,
C金山街｜嶄新精品套房｜流理臺洗脫烘,東區-金山北二街,https://rent.591.com.tw/18783813,5,12000,3.7,0.0625,0.3810,0.2541,,
B竹科/金山街/系統精裝獨立美套房,東區-金山北二街,https://rent.591.com.tw/18783887,6,13000,3.7,0.125,0.4286,0.2541,,
J竹科金山商圈高CP精緻裝潢洗衣機房,東區-金山北二街,https://rent.591.com.tw/18783946,6,12000,3.7,0.125,0.3810,0.2541,,
大庄商圈平面停車生活機能便利,香山區-中華路五段160巷85號,https://rent.591.com.tw/18785045,7,6000,9,0.1875,0.0952,0.6885,,
超大套房採光讚，照片就是現場,東區-金山二十三街26號,https://rent.591.com.tw/18785936,10,7600,4.2,0.375,0.1714,0.2951,,
清大/交大/精緻套房出租~新,東區-東明街,https://rent.591.com.tw/18785955,4,8200,4.5,0,0.2000,0.3197,,
食品路/樓中樓套房絕佳生活機能~新~,東區-西大路97巷19弄,https://rent.591.com.tw/18785960,10,11000,3,0.375,0.3333,0.1967,,
清大/交大/園區電梯樓中樓套房出租,東區-光復路一段459巷,https://rent.591.com.tw/18785980,10,11000,3.1,0.375,0.3333,0.2049,,
電梯套房。價廉省電、大洗衣陽台,東區-南大路848號,https://rent.591.com.tw/18786510,8,14800,3.6,0.25,0.5143,0.2459,,
(近科學園區)雅緻套房出租免費洗烘衣,東區-金山九街62號,https://rent.591.com.tw/18787119,6,7000,3.4,0.125,0.1429,0.2295,,
e金山街飯店式裝潢//秒殺物件,東區-金山北二街,https://rent.591.com.tw/18787181,6,13000,3.7,0.125,0.4286,0.2541,,
M-市區商圈鄰近火車站,東區-南外街,https://rent.591.com.tw/18787615,6,8500,3.8,0.125,0.2143,0.2623,,
市中心《樓中樓獨立套房台水台電帳單》,北區-愛文街,https://rent.591.com.tw/18787616,9,15000,4.9,0.3125,0.5238,0.3525,,
【光復路靜巷大套房｜有電梯｜家具齊全｜即可入住】,東區-光復路一段,https://rent.591.com.tw/18788307,12,10000,3.1,0.5,0.2857,0.2049,,
近清大工研院方正套房．獨立網路,東區-東明街,https://rent.591.com.tw/18788436,8,7500,4.5,0.25,0.1667,0.3197,,
台電平均價室內機車格可公司承租,東區-金山二十三街15號,https://rent.591.com.tw/18788913,9,10000,4.2,0.3125,0.2857,0.2951,,
"新竹全新千萬電梯豪宅少數套房出租,文化",北區-中正路198巷,https://rent.591.com.tw/18789346,15,14600,5.1,0.6875,0.5048,0.3689,,
近園區寶山台積電網路套房,東區-高峰路,https://rent.591.com.tw/18789864,4,5000,2.8,0,0.0476,0.1803,,
近園區全新美美套房獨立陽台/警衛管理/垃圾集中/可貓,東區-食品路51巷,https://rent.591.com.tw/18790824,7,14500,3.7,0.1875,0.5000,0.2541,,
明湖路套房出租近園區火車站茄苳交流道,東區-明湖路963號,https://rent.591.com.tw/18790890,7,7000,4.7,0.1875,0.1429,0.3361,,
可養貓可租屋補助近巨城台水電獨立陽台電梯套房,東區-自由路,https://rent.591.com.tw/18791972,8,15000,5.4,0.25,0.5238,0.3934,,
近南清華大學電梯管理套房,東區-中華路三段,https://rent.591.com.tw/18792303,6,8000,4.4,0.125,0.1905,0.3115,,
超大18坪，獨立客廳，獨立廚房，可寵物,香山區-五福路二段,https://rent.591.com.tw/18792763,18,12500,9.6,0.875,0.4048,0.7377,,
10坪大套附廚房，可寵物,香山區-五福路二段,https://rent.591.com.tw/18792780,10,7500,9.6,0.375,0.1667,0.7377,,
業主直租園區清交大精品套房,東區-大學路51巷,https://rent.591.com.tw/18794930,9,14800,1.7,0.3125,0.5143,0.0902,,
園區旁好事多全聯全新1房1廳,東區-科學園路165巷3弄,https://rent.591.com.tw/18795461,7.8,20000,2.9,0.2375,0.7619,0.1885,,
(收訂)屋主自租✨市心城隍廟✨北大路電梯採光套房(有垃圾處理,北區-北大路,https://rent.591.com.tw/18796445,6,7500,4.9,0.125,0.1667,0.3525,,
園區旁新科運動中心樓中樓陽台管理套房有管,東區-光復路一段41巷,https://rent.591.com.tw/18796673,15,16000,4,0.6875,0.5714,0.2787,,
§近園區簡約風格素雅獨立套房附車位§,東區-明湖路,https://rent.591.com.tw/18797581,10,16000,4.3,0.375,0.5714,0.3033,,
§近園區高樓層明亮寬敞獨立套房§,東區-明湖路,https://rent.591.com.tw/18797674,10,14000,4.3,0.375,0.4762,0.3033,,
近金山竹科/有獨立陽台獨立洗衣機,東區-光復路一段89巷,https://rent.591.com.tw/18800084,10,13000,4.1,0.375,0.4286,0.2869,,
超大坪數變頻冷暖●乾溼分離●流理臺洗衣機,東區-光復路一段410號,https://rent.591.com.tw/18800944,12,15000,2.8,0.5,0.5238,0.1803,,
電梯陽台套房/近清交,東區-光復路一段544巷9弄9號,https://rent.591.com.tw/18800953,5,8000,2.5,0.0625,0.1905,0.1557,,
可租補/電梯套房/房間浴室都有對外窗,東區-光復路一段544巷9弄9號,https://rent.591.com.tw/18800956,10,12000,2.5,0.375,0.3810,0.1557,,
全新變頻冷暖/長春街/房間浴室對外窗,東區-長春街62巷1號,https://rent.591.com.tw/18800960,5,8000,3,0.0625,0.1905,0.1967,,
寵物可/電費1.68變頻冷暖/陽台樓中樓/流理臺,東區-光復路一段41巷9號,https://rent.591.com.tw/18800969,10,18000,4,0.375,0.6667,0.2787,,
園區旁大套房/大金冷氣/陽台洗衣機,東區-寶山路452巷12弄,https://rent.591.com.tw/18800972,8,12000,0.85,0.25,0.3810,0.0205,,
寵物可大套房/台電計價/靜巷,東區-光復路一段459巷28弄,https://rent.591.com.tw/18800982,8,10000,3,0.25,0.2857,0.1967,,
走路到清大南門/隨時可入住，園區上班清交學生首選,東區-寶山路452巷,https://rent.591.com.tw/18800986,5,7200,0.7,0.0625,0.1524,0.0082,,
電梯套房/對內窗，垃圾集中，煙波飯店旁,東區-明湖路,https://rent.591.com.tw/18800998,5,6000,4.3,0.0625,0.0952,0.3033,,
變頻冷暖/雙門小冰箱/附機車位,北區-和福街119號,https://rent.591.com.tw/18801000,5,9500,4.1,0.0625,0.2619,0.2869,,
遠百1房1廳/有隔間，公司可報稅,北區-南門街111巷16弄,https://rent.591.com.tw/18801003,10,12000,4.3,0.375,0.3810,0.3033,,
✅近大遠百、清大✅全新變頻冷暖氣機,北區-西門街,https://rent.591.com.tw/18801011,5,8000,4.4,0.0625,0.1905,0.3115,,
玄奘.元培芝柏二街台電帳單1.7起套房,香山區-芝柏二街,https://rent.591.com.tw/18801445,4,4500,7.3,0,0.0238,0.5492,,
L好市多商圈-系統精裝-絕美套房,東區-埔頂一路161巷,https://rent.591.com.tw/18801757,6,16000,3.5,0.125,0.5714,0.2377,,
金山前段，熱中取靜套房,東區-金山街,https://rent.591.com.tw/18802289,6,7600,3.7,0.125,0.1714,0.2541,,
全新⭐️近竹科⭐️工研院⭐️陽台獨洗⭐️,東區-光復路一段,https://rent.591.com.tw/18802389,12,13000,3.1,0.5,0.4286,0.2049,,
優質單身套房近新竹科學園區,東區-新莊街129巷17號,https://rent.591.com.tw/18802946,7,6500,3.2,0.1875,0.1190,0.2131,,
金山街竹科園區清大交大獨洗獨曬台電計費電梯套房,東區-金山街152號,https://rent.591.com.tw/18803552,8,8500,4.2,0.25,0.2143,0.2951,,
巨城商圈獨立套房,東區-中央路,https://rent.591.com.tw/18803778,6,8500,5.1,0.125,0.2143,0.3689,,
【獨立洗衣機】金山街中段獨立洗衣機&瓦斯熱水器採光佳套房出租,東區-金山北二街,https://rent.591.com.tw/18803850,6,8000,3.7,0.125,0.1905,0.2541,,
【獨立洗衣機】金山街中段獨立洗衣機&適合小資族採光佳套房出租,東區-金山十街,https://rent.591.com.tw/18803951,6,7600,3.4,0.125,0.1714,0.2295,,
【小資首選】金山街前段近園區瓦斯熱水器適合小資族獨立套房出租,東區-金山十街,https://rent.591.com.tw/18804014,6,6800,3.4,0.125,0.1333,0.2295,,
*首租*可養貓園區套房-獨洗,東區-光復路一段,https://rent.591.com.tw/18804703,6,9500,3.1,0.125,0.2619,0.2049,,
近巨城台大醫院正市區獨洗陽台套房,北區-經國路二段,https://rent.591.com.tw/18804816,6,12800,5.2,0.125,0.4190,0.3770,,
市區城隍廟~電梯套房~可毛小孩,北區-長安街,https://rent.591.com.tw/18806811,7,9000,4.5,0.1875,0.2381,0.3197,,
獨立陽台套房~地點超優~走路逛COSTCO,東區-埔頂二路166號,https://rent.591.com.tw/18807184,4.5,12500,3.4,0.03125,0.4048,0.2295,,
✨✨大庄溫馨套房✨✨,香山區-大庄路237巷,https://rent.591.com.tw/18807587,6.5,6000,8.6,0.15625,0.0952,0.6557,,
竹科關新台積通風小美套房外窗停車垃圾處理,東區-長春街118巷,https://rent.591.com.tw/18808020,5,7000,3.3,0.0625,0.1429,0.2213,,
📌好物推薦📌有陽台獨洗流理台2分巨城8分大遠百新竹火車站,東區-民生路,https://rent.591.com.tw/18808041,12,11000,5.6,0.5,0.3333,0.4098,,
🏠月影套房🔑拎包入住🛁,東區-關新路29號,https://rent.591.com.tw/18808341,6,14000,3.8,0.125,0.4762,0.2623,,
中華大學竹科台電計費獨立洗衣機電梯套房,香山區-明德路41巷,https://rent.591.com.tw/18808486,7,6500,8.3,0.1875,0.1190,0.6311,,
林森路近大遠百竹科園區清大交大,東區-林森路67巷6號,https://rent.591.com.tw/18808519,5,6000,3.9,0.0625,0.0952,0.2705,,
D老爺推薦x全新精緻套房x附機車位,東區-光復路一段15號,https://rent.591.com.tw/18810740,7,9500,4.1,0.1875,0.2619,0.2869,,
近竹科.1F.代收垃圾.設計感一房一廳,東區-高峰路325巷7弄,https://rent.591.com.tw/18811843,10,15888,2.7,0.375,0.5661,0.1721,,
煙波主人《2F電梯獨立套房附平車》,東區-明湖街,https://rent.591.com.tw/18812905,9.4,13000,4.3,0.3375,0.4286,0.3033,,
近竹科，機能好，交通方便，採光佳，乾淨,東區-新莊街,https://rent.591.com.tw/18813168,8,7000,3.3,0.25,0.1429,0.2213,,
🍍ins美套房．嶄新整理．獨立洗衣機,東區-明湖路800巷4弄,https://rent.591.com.tw/18814066,7,8000,4.5,0.1875,0.1905,0.3197,,
近新竹市區和園區套房,東區-寶山路,https://rent.591.com.tw/18816179,5,6800,1.5,0.0625,0.1333,0.0738,,
金山商圈電梯高CP值租屋首選,東區-金山二十五街,https://rent.591.com.tw/18816400,6,10500,4.1,0.125,0.3095,0.2869,,
🔥🔥愛凡斯套房🔥🔥,東區-龍山西路,https://rent.591.com.tw/18817739,7,16500,3.3,0.1875,0.5952,0.2213,,
關新路旁優質套房~全新設備,東區-關東路55巷,https://rent.591.com.tw/18818250,8,10000,3.9,0.25,0.2857,0.2705,,
關新路大套房採光超好,東區-新莊街,https://rent.591.com.tw/18818311,7,9500,3.3,0.1875,0.2619,0.2213,,
近園區精緻獨立陽台洗衣機套房,東區-關東路,https://rent.591.com.tw/18818429,9,11500,4,0.3125,0.3571,0.2787,,
金山街小資族獨立套房,東區-金山二十八街,https://rent.591.com.tw/18818437,6,7000,4.3,0.125,0.1429,0.3033,,
🏠園區金山街獨立洗衣機套房🏠,東區-金山北二街,https://rent.591.com.tw/18818444,6,8500,3.7,0.125,0.2143,0.2541,,
💥💥💥金山街大空間獨立套房💥💥💥,東區-金山十街,https://rent.591.com.tw/18818446,7,8500,3.4,0.1875,0.2143,0.2295,,
🏠科學園區獨立洗衣機套房出租🏠,東區-高翠路277巷4弄,https://rent.591.com.tw/18818451,7,10000,1.9,0.1875,0.2857,0.1066,,
富春居樓中樓精美套房,東區-埔頂一路,https://rent.591.com.tw/18818468,15,21500,3.5,0.6875,0.8333,0.2377,,
🏠科學園區埔科學獨立洗衣機套房出租🏠,東區-埔頂路100巷57弄,https://rent.591.com.tw/18818486,7,9800,3.7,0.1875,0.2762,0.2541,,
竹科園區富春居時尚溫馨套房,東區-埔頂一路,https://rent.591.com.tw/18818981,7,14000,3.5,0.1875,0.4762,0.2377,,
近新竹大遠百林森路、近清華、車站、園區,東區-林森路,https://rent.591.com.tw/18819090,6,5500,4.3,0.125,0.0714,0.3033,,
近竹科/清大明湖路生活機能便利套房,香山區-明湖路383巷,https://rent.591.com.tw/18819188,5.3,5500,3.9,0.08125,0.0714,0.2705,,
D老爺推薦x全新大套房x室內機車位,東區-光復路一段595號,https://rent.591.com.tw/18820052,10,12000,2.5,0.375,0.3810,0.1557,,
D老爺推薦x精緻套房X獨立陽台,東區-光復路一段16號,https://rent.591.com.tw/18820053,8,10500,4.1,0.25,0.3095,0.2869,,
東門圓環旁套房出租限女姓.禁煙.禁寵,東區-大同路72號,https://rent.591.com.tw/18820317,5,5500,4.4,0.0625,0.0714,0.3115,,
⭐️波西米亞風美套房⭐️近南大校區,北區-南大路600巷,https://rent.591.com.tw/18820754,6,9500,4.5,0.125,0.2619,0.3197,,
【獨立洗衣機】金山街前段獨立陽台洗衣機&瓦斯熱水器套房出租,東區-金山十街,https://rent.591.com.tw/18823605,6,8500,3.4,0.125,0.2143,0.2295,,
✨金山中段套房，可短租、大坪數採光套房、衛浴有開窗,東區-金山十七街,https://rent.591.com.tw/18823688,8,8000,3.7,0.25,0.1905,0.2541,,
【小資首選】金山街後段近園區適合小資族採光佳安靜獨立套房出租,東區-金山二十八街,https://rent.591.com.tw/18824013,6,7000,4.3,0.125,0.1429,0.3033,,
【視野極佳】金山街後段近園區適合小資族採光佳安靜獨立套房出租,東區-金山二十八街,https://rent.591.com.tw/18824069,6,7000,4.3,0.125,0.1429,0.3033,,
【重新粉刷】金山街前段近園區瓦斯熱水器適合小資族獨立套房出租,東區-金山十街,https://rent.591.com.tw/18824900,6,8500,3.4,0.125,0.2143,0.2295,,
【小資族首選】金山街中段近園區瓦斯熱水器&採光佳獨立套房出租,東區-金山街,https://rent.591.com.tw/18824951,5,6000,3.7,0.0625,0.0952,0.2541,,
市中心精緻套房/獨洗獨曬/可租/近火車站/包裹代收/垃圾代收,東區-林森路,https://rent.591.com.tw/18825032,6.6,8500,4.3,0.1625,0.2143,0.3033,,
市中心精緻套房/獨洗獨曬/可租/近火車站,東區-林森路,https://rent.591.com.tw/18825032,6.6,8500,4.3,0.1625,0.2143,0.3033,,
近園區清大交大/光復路上/個人陽台洗衣機,東區-光復路一段,https://rent.591.com.tw/18826357,8,9800,3.1,0.25,0.2762,0.2049,,
在考慮就沒有摟！！沒對外窗！！,東區-大學路81巷3弄,https://rent.591.com.tw/18826378,8,5500,2.1,0.25,0.0714,0.1230,,
好市多商圈/獨立陽台/獨立洗衣機/雙門冰箱/分離式變頻冷暖,東區-埔頂一路161巷,https://rent.591.com.tw/18827539,6,15000,3.7,0.125,0.5238,0.2541,,
電梯套房/近竹科金山街後段大門,東區-金山二十八街,https://rent.591.com.tw/18827683,8,8000,4.3,0.25,0.1905,0.3033,,
近好市多.新莊.園區.台電收費.陽台套房,東區-埔頂一路161巷69號,https://rent.591.com.tw/18828639,6,13300,3.6,0.125,0.4429,0.2459,,
關埔.近園區.好市多.新莊車站.可租補套房,東區-埔頂一路161巷69號,https://rent.591.com.tw/18828696,6,15000,3.6,0.125,0.5238,0.2459,,
✅近竹科✅🐱可養寵物🐶✅一樓大坪數套房金山街溫馨套房,東區-金山二十六街,https://rent.591.com.tw/18829135,9,9500,4.1,0.3125,0.2619,0.2869,,
近南清大．大坪數．共用衛浴．變頻冷氣,東區-食品路,https://rent.591.com.tw/18829497,15,8000,3.1,0.6875,0.1905,0.2049,,
裝潢套房近園區可開伙獨立陽台洗衣機雙層大冰箱網路,東區-長春街156巷,https://rent.591.com.tw/18829512,10,18500,3.4,0.375,0.6905,0.2295,,
近天公壇．含網水．台電計費．限女性,北區-民富街,https://rent.591.com.tw/18829522,7,8000,4.8,0.1875,0.1905,0.3443,,
近園區．附平車．含網四水．垃圾集中處理,東區-千甲路360巷,https://rent.591.com.tw/18829578,6,8500,4.8,0.125,0.2143,0.3443,,
近園區．附平面車位．含網四水．即刻入住,東區-千甲路360巷,https://rent.591.com.tw/18829611,7,8500,4.8,0.1875,0.2143,0.3443,,
清大對面電梯套房．使用空間大,東區-建新路,https://rent.591.com.tw/18829988,8,8000,3.5,0.25,0.1905,0.2377,,
園區清交大電梯套房/獨立洗衣機,東區-建華街,https://rent.591.com.tw/18829995,5,8800,2.7,0.0625,0.2286,0.1721,,
園區清交大電梯套房/獨立洗衣機/即可入住,東區-建華街,https://rent.591.com.tw/18829995,5,8900,2.7,0.0625,0.2333,0.1721,,
清大/交大/園區/電梯套房出租~走道窗,東區-光復路一段459巷,https://rent.591.com.tw/18830125,5,6500,3.1,0.0625,0.1190,0.2049,,
台電計價金山街稀有乾濕分離獨立陽台洗衣機,東區-金山十一街,https://rent.591.com.tw/18831757,9,14000,3.4,0.3125,0.4762,0.2295,,
高翠路實PO僅1間陽台洗衣機木地板系統櫃,東區-高翠路328巷8弄,https://rent.591.com.tw/18831836,8,12000,1.9,0.25,0.3810,0.1066,,
金山街台電計價全新陽台洗衣機流理臺清交大台積電,東區-金山北三街,https://rent.591.com.tw/18831865,11,10500,3.7,0.4375,0.3095,0.2541,,
台電計價可貓金山街大學路獨洗乾濕分離,東區-大學路51巷,https://rent.591.com.tw/18831874,10,16000,1.5,0.375,0.5714,0.0738,,
金山街稀有流理台陽台洗衣機乾濕分離裝潢新,東區-金山二十三街,https://rent.591.com.tw/18831881,8.5,13000,4.1,0.28125,0.4286,0.2869,,
電梯陽台套房．獨洗．含網．收垃圾,東區-明湖路,https://rent.591.com.tw/18831887,7,8000,4.3,0.1875,0.1905,0.3033,,
金山街台電均價實PO裝潢新獨立陽台洗衣機,東區-金山二十一街,https://rent.591.com.tw/18831891,7.5,8500,4.2,0.21875,0.2143,0.2951,,
台電計價金山街可貓木質地板大坪數室內停車,東區-金山二十八街,https://rent.591.com.tw/18831914,10,9500,4.3,0.375,0.2619,0.3033,,
台電計價金山街獨洗分離式冷氣大坪數採光佳,東區-金山東三街,https://rent.591.com.tw/18831919,10,10000,4.5,0.375,0.2857,0.3197,,
金山街稀有超大2房1廳台電計價,東區-金山北一街,https://rent.591.com.tw/18831928,20,20000,3.7,1,0.7619,0.2541,,
金山街實PO採光佳精美分離式冷氣電梯套房,東區-金山二十三街,https://rent.591.com.tw/18831936,7,7500,4.1,0.1875,0.1667,0.2869,,
「台電計價」全新金山街採光佳獨立陽台洗衣機,東區-金山十七街,https://rent.591.com.tw/18831956,10,11000,3.7,0.375,0.3333,0.2541,,
台電計金山街實PO免投幣可貓CP值高套房,東區-金山一街,https://rent.591.com.tw/18831966,8.5,8000,3.7,0.28125,0.1905,0.2541,,
大套房台電計價室內機車金山街,東區-金山十九街,https://rent.591.com.tw/18831998,11,9200,4.3,0.4375,0.2476,0.3033,,
電梯獨洗．有陽台．垃圾集中,東區-振興路,https://rent.591.com.tw/18832020,7,8000,4.1,0.1875,0.1905,0.2869,,
台電計價金山街金山會館陽台洗衣機乾濕分離,東區-金山十三街,https://rent.591.com.tw/18832027,10,13000,3.5,0.375,0.4286,0.2377,,
電梯含網四獨洗．獨洗．收垃圾．有陽台,東區-振興路,https://rent.591.com.tw/18832031,7,6000,4.1,0.1875,0.0952,0.2869,,
金山街實PO採光佳精美熱水免費電梯套房,東區-金山一街,https://rent.591.com.tw/18832060,7,7000,3.7,0.1875,0.1429,0.2541,,
金山街實PO*獨立洗衣機*稀有沙發無電梯,東區-金山十五街,https://rent.591.com.tw/18832098,8,8000,3.7,0.25,0.1905,0.2541,,
金山街實PO*獨立洗衣機*稀有沙發,東區-金山十五街,https://rent.591.com.tw/18832098,8,8000,4.4,0.25,0.1905,0.3115,,
台電計價*金山街稀有瓦熱CP值高室內機車,東區-金山北一街,https://rent.591.com.tw/18832105,7,8000,4.5,0.1875,0.1905,0.3197,,
可貓台電計價金山街陽台洗衣機浴室對外窗,東區-金山二十三街,https://rent.591.com.tw/18832132,6,8300,4.1,0.125,0.2048,0.2869,,
實用雅緻美套房~近科學園區、清大、交大,東區-大學路81巷2弄,https://rent.591.com.tw/18832614,6,7000,1.8,0.125,0.1429,0.0984,,
市區3分鐘、離後火車站騎車2分鐘,東區-花園街37號,https://rent.591.com.tw/18832666,15,9000,4.4,0.6875,0.2381,0.3115,,
電梯獨立套房．台水台電,東區-四維路,https://rent.591.com.tw/18832739,11.5,10000,4,0.46875,0.2857,0.2787,,
近市區採光佳電子鎖含汽機停車位獨立電錶,北區-延平路一段214巷,https://rent.591.com.tw/18832902,9,7600,5.6,0.3125,0.1714,0.4098,,
近竹科！新莊街全新套房！,東區-新莊街119巷10號,https://rent.591.com.tw/18833275,6.5,18000,3.3,0.15625,0.6667,0.2213,,
近園區清交大*花間鳥語美境*獨立洗衣機,東區-寶山路,https://rent.591.com.tw/18833406,7,7000,1.5,0.1875,0.1429,0.0738,,
C~近巨城商圈機能佳獨立大套房,東區-自由路,https://rent.591.com.tw/18833435,13,15000,5.4,0.5625,0.5238,0.3934,,
🌈優質套房✨學生宿舍✨員工宿舍✨出差優,香山區-元培街211號,https://rent.591.com.tw/18833922,7,9000,8.2,0.1875,0.2381,0.6230,,
頂級設計精品宅🔥獨立洗曬採光套房✨代收包裹｜有專屬機車位✨,東區-埔頂一路161巷,https://rent.591.com.tw/18834019,7,14500,3.5,0.1875,0.5000,0.2377,,
頂級設計精品宅🔥獨立洗曬採光套房✨代收包裹｜有專屬機車位✨,東區-埔頂一路161巷,https://rent.591.com.tw/18834019,7,14500,3.7,0.1875,0.5000,0.2541,,
中華大學台水台電套房,香山區-至善街37巷,https://rent.591.com.tw/18834121,6,6500,8.6,0.125,0.1190,0.6557,,
【大空間套房】金山街前段近園區瓦斯熱水器採光佳獨立套房出租,東區-金山十街,https://rent.591.com.tw/18834383,7,8500,3.4,0.1875,0.2143,0.2295,,
百奕漂亮樓中樓大套房(租金含管理費.網路.第四台)-可養貓咪,東區-埔頂二路,https://rent.591.com.tw/18834520,15.8,25000,3,0.7375,1.0000,0.1967,,
近園區安靜電梯套房,東區-光復路一段,https://rent.591.com.tw/18837181,7,6500,3.1,0.1875,0.1190,0.2049,,
近園區電梯套房．垃圾集中,東區-光復路一段,https://rent.591.com.tw/18837315,7,8000,3.1,0.1875,0.1905,0.2049,,
光復路一段電梯套房,東區-光復路一段,https://rent.591.com.tw/18837332,6,7500,3.1,0.125,0.1667,0.2049,,
近園區電梯單人套房,東區-光復路一段,https://rent.591.com.tw/18837342,5,7000,3.1,0.0625,0.1429,0.2049,,
近園區．個人洗衣機．有機車位,東區-安康街8巷,https://rent.591.com.tw/18837580,6,8200,3.4,0.125,0.2000,0.2295,,
近園區．浴室有對外窗．好停機車,東區-安康街8巷,https://rent.591.com.tw/18837590,5,6800,3.4,0.0625,0.1333,0.2295,,
一房一廳一陽台．台水台電,東區-林森路,https://rent.591.com.tw/18837596,11,13000,4.3,0.4375,0.4286,0.3033,,
🌞金凡斯🌞近園區套房設備齊全,東區-光復路一段89巷,https://rent.591.com.tw/18837860,6,11000,4.1,0.125,0.3333,0.2869,,
兆基社會住宅🏡北區近市區可寵可談家具,北區-城北街,https://rent.591.com.tw/18838039,9.2,8500,5.2,0.325,0.2143,0.3770,,
兆基社會住宅🏡北區秒殺優質套房,北區-中正路,https://rent.591.com.tw/18838046,7.6,9900,5.5,0.225,0.2810,0.4016,,
📌稀有!近巨城大遠百10分園區，美套房,北區-經國路二段195巷,https://rent.591.com.tw/18838053,13,12000,5.1,0.5625,0.3810,0.3689,,
興竹街超美套房,東區-興竹街58號,https://rent.591.com.tw/18838095,10,15000,3.9,0.375,0.5238,0.2705,,
兆基社會住宅🏡南大路全新採光套房!免仲可租補,東區-南大路,https://rent.591.com.tw/18838097,7.8,10000,3.2,0.2375,0.2857,0.2131,,
★公園第一排夜景景觀優質套房出租★屋主直租,東區-關新東路,https://rent.591.com.tw/18838557,15,12500,3.6,0.6875,0.4048,0.2459,,
黃金地段✨乾濕分離✨戶數單純✨包裹收發✨飲水機✨子母車,東區-埔頂一路161巷,https://rent.591.com.tw/18838857,7,15000,3.7,0.1875,0.5238,0.2541,,
正市區有車位亞曼尼挑高樓中樓美屋,北區-愛文街117號,https://rent.591.com.tw/18839258,9,17500,4.9,0.3125,0.6429,0.3525,,
金山街/近竹科精美套房,東區-金山街,https://rent.591.com.tw/18840165,10,11000,4.4,0.375,0.3333,0.3115,,
大庄優質電梯套房,香山區-大庄路,https://rent.591.com.tw/18840408,7,8000,8.2,0.1875,0.1905,0.6230,,
🎈竹科首選｜精美挑高樓中樓｜含管,東區-埔頂一路,https://rent.591.com.tw/18840456,12,23000,3.5,0.5,0.9048,0.2377,,
近新竹市區清大學區、忠孝大潤發旁電梯套房,東區-忠孝路434巷,https://rent.591.com.tw/18841462,5,8500,4.3,0.0625,0.2143,0.3033,,
近巨城❤️超大坪數❤️有廚房陽台❤️租金含管理費,東區-民權路56巷,https://rent.591.com.tw/18841669,16,8800,5.1,0.75,0.2286,0.3689,,
B竹科精選//採光小資房,東區-光復路一段89巷,https://rent.591.com.tw/18842088,4,6500,4.1,0,0.1190,0.2869,,
C金山街-木質電梯套房-嶄新家具,東區-光復路一段89巷,https://rent.591.com.tw/18842093,5,6500,4.1,0.0625,0.1190,0.2869,,
金山街-木質電梯套房-嶄新家具,東區-光復路一段89巷,https://rent.591.com.tw/18842093,5,6500,4.1,0.0625,0.1190,0.2869,,
✨金山街獨立洗衣機套房✨⚠️可報稅⚠️可申請租屋補助,東區-金山北二街,https://rent.591.com.tw/18842189,7,10000,3.7,0.1875,0.2857,0.2541,,
南大幸福租屋,東區-南大路,https://rent.591.com.tw/18844584,6,5000,3.2,0.125,0.0476,0.2131,,
%金山北二街小資高cp獨洗獨曬,東區-金山北二街,https://rent.591.com.tw/18844964,5.5,9000,3.7,0.09375,0.2381,0.2541,,
%關新路大坪數社區管理台電大套房,東區-關新西街,https://rent.591.com.tw/18844969,10,23000,3.6,0.375,0.9048,0.2459,,
金山街A＋大型落地窗獨立陽台洗衣機套房,東區-金山北二街,https://rent.591.com.tw/18844982,8,12000,3.7,0.25,0.3810,0.2541,,
%金山街後段瓦熱省錢獨立套房,東區-金山二十七街,https://rent.591.com.tw/18844988,6,7000,4.4,0.125,0.1429,0.3115,,
金山前段生活機能超好冷氣套房,東區-金山街,https://rent.591.com.tw/18845016,6,6600,3.7,0.125,0.1238,0.2541,,
好市多富春居可開伙一房一廰-家俱電全,東區-埔頂一路101號,https://rent.591.com.tw/18845300,14,25000,3.3,0.625,1.0000,0.2213,,
"可養寵物千萬電梯豪宅少數套房出租,文化中",北區-中正路198巷,https://rent.591.com.tw/18845319,10,15600,5.1,0.375,0.5524,0.3689,,
